model,fold,fold_size,feature,importance
XGBoost,4,22,Fretibacterium,0.0013781643938273191
XGBoost,4,22,Brachybacterium,0.0027768954169005156
XGBoost,4,22,Pseudomonas,0.004093177616596222
XGBoost,4,22,Rothia,0.001291294232942164
XGBoost,4,22,Blautia,0.0032457467168569565
XGBoost,4,22,Eubacterium,0.0016180676175281405
XGBoost,4,22,Sphingobium,0.0013885857770219445
XGBoost,4,22,Corynebacterium,0.0012809502659365535
XGBoost,4,22,Kingella,0.0013429485261440277
XGBoost,4,22,Micrococcus,0.10727140307426453
XGBoost,4,22,Enterocloster,0.03162373974919319
XGBoost,4,22,Megasphaera,0.0014458606019616127
XGBoost,4,22,Methylobacterium,0.00898647028952837
XGBoost,4,22,Bradyrhizobium,0.0022092494182288647
XGBoost,4,22,Sphingomonas,0.0031142912339419127
XGBoost,4,22,Brevundimonas,0.0015047176275402308
XGBoost,4,22,Microbacterium,0.0033906125463545322
XGBoost,4,22,Catonella,0.0019802204333245754
XGBoost,4,22,Thermus,0.0025498897302895784
XGBoost,4,22,Alloscardovia,0.0017873820615932345
XGBoost,4,22,Agathobacter,0.004707938525825739
XGBoost,4,22,Streptococcus,0.003007338149473071
XGBoost,4,22,Faecalibacterium,0.004150814842432737
XGBoost,4,22,Curtobacterium,0.001164548913948238
XGBoost,4,22,Coprococcus,0.0
XGBoost,4,22,Allisonella,0.0
XGBoost,4,22,Actinomyces,0.003115161322057247
XGBoost,4,22,Eikenella,0.0015294342301785946
XGBoost,4,22,Arachnia,0.0013177919900044799
XGBoost,4,22,Lachnoanaerobaculum,0.0014174593379721045
XGBoost,4,22,Mesorhizobium,0.0
XGBoost,4,22,Tannerella,0.0018701462540775537
XGBoost,4,22,Herbiconiux,0.004212693776935339
XGBoost,4,22,Lancefieldella,0.00193150679115206
XGBoost,4,22,Butyrivibrio,0.003044368699193001
XGBoost,4,22,Streptobacillus,0.002675715833902359
XGBoost,4,22,Oribacterium,0.002491519320756197
XGBoost,4,22,Luteovulum,0.005046461243182421
XGBoost,4,22,Staphylococcus,0.003557198215276003
XGBoost,4,22,Gardnerella,0.0027502579614520073
XGBoost,4,22,Wolinella,0.002885005436837673
XGBoost,4,22,Centipeda,0.003113549668341875
XGBoost,4,22,Cardiobacterium,0.0012226441176608205
XGBoost,4,22,Fenollaria,0.0
XGBoost,4,22,Porphyromonas,0.0011158324778079987
XGBoost,4,22,Metamycoplasma,0.002999933436512947
XGBoost,4,22,Stenotrophomonas,0.0035521998070180416
XGBoost,4,22,Slackia,0.000893646792974323
XGBoost,4,22,Pseudonocardia,0.0015082975151017308
XGBoost,4,22,Massiliprevotella,0.0024311470333486795
XGBoost,4,22,Campylobacter,0.001077346969395876
XGBoost,4,22,Azorhizophilus,0.004085948690772057
XGBoost,4,22,Peptococcus,0.009631752967834473
XGBoost,4,22,Kocuria,0.00557971466332674
XGBoost,4,22,Shuttleworthia,0.01619854010641575
XGBoost,4,22,Agrobacterium,0.009147325530648232
XGBoost,4,22,Nitrolancea,0.0
XGBoost,4,22,Verticiella,0.005021882243454456
XGBoost,4,22,Finegoldia,0.004061806946992874
XGBoost,4,22,Cellulosilyticum,0.0
XGBoost,4,22,Paracoccus,0.0034933052957057953
XGBoost,4,22,Atopobium,0.0
XGBoost,4,22,Ezakiella,0.1557779312133789
XGBoost,4,22,Mycobacterium,0.00520412577316165
XGBoost,4,22,Conservatibacter,0.0017660598969087005
XGBoost,4,22,Brevibacterium,0.004374038893729448
XGBoost,4,22,Aggregatibacter,0.006036777514964342
XGBoost,4,22,Gordonia,0.002722752746194601
XGBoost,4,22,Rhodococcus,0.0023519531823694706
XGBoost,4,22,Fusobacterium,0.0017300808103755116
XGBoost,4,22,Anaerococcus,0.0038663754239678383
XGBoost,4,22,Marmoricola,0.0
XGBoost,4,22,Basfia,0.0
XGBoost,4,22,Peptoniphilus,0.004340703599154949
XGBoost,4,22,Cellulomonas,0.24727454781532288
XGBoost,4,22,Scardovia,0.002719760639593005
XGBoost,4,22,Stenotrophobacter,0.0
XGBoost,4,22,Prevotella,0.005012164823710918
XGBoost,4,22,Leptotrichia,0.002758303191512823
XGBoost,4,22,Bergeriella,0.002335425466299057
XGBoost,4,22,Aureimonas,0.0029994258657097816
XGBoost,4,22,Marseilla,0.0
XGBoost,4,22,Fimbriiglobus,0.0027026364114135504
XGBoost,4,22,Roseomonas,0.0
XGBoost,4,22,Aliarcobacter,0.0
XGBoost,4,22,Craurococcus,0.0
XGBoost,4,22,Capnocytophaga,0.0017822179943323135
XGBoost,4,22,Anaerosinus,0.0
XGBoost,4,22,Parvimonas,0.00227195187471807
XGBoost,4,22,Howardella,0.002512225415557623
XGBoost,4,22,Fudania,0.0016819084994494915
XGBoost,4,22,Peptoanaerobacter,0.0008130105561576784
XGBoost,4,22,Rhizobium,0.0012528348015621305
XGBoost,4,22,Mannheimia,0.0014659438747912645
XGBoost,4,22,Cryptobacterium,0.001137497485615313
XGBoost,4,22,Dolosigranulum,0.004025591071695089
XGBoost,4,22,Pseudescherichia,0.0
XGBoost,5,123,mediumBAL,0.0
XGBoost,5,123,mediumNPS,0.0
XGBoost,5,123,mediumSputum,0.0008168105268850923
XGBoost,5,123,mediumTS,0.001125814625993371
XGBoost,5,123,adult_pediatric,0.0022284125443547964
XGBoost,5,123,continent,0.0016867025988176465
XGBoost,5,123,sex,0.0014452235773205757
XGBoost,5,123,Veillonella,0.0015180045738816261
XGBoost,5,123,Alloprevotella,0.0019821079913526773
XGBoost,5,123,Dietzia,0.06162961199879646
XGBoost,5,123,Varibaculum,0.0
XGBoost,5,123,Fannyhessea,0.00223104958422482
XGBoost,5,123,Selenomonas,0.00281068729236722
XGBoost,5,123,Granulicatella,0.001578073832206428
XGBoost,5,123,Lawsonella,0.0020959172397851944
XGBoost,5,123,Olsenella,0.0016546885017305613
XGBoost,5,123,Stomatobaculum,0.001999328378587961
XGBoost,5,123,Janibacter,0.11178804188966751
XGBoost,5,123,Haemophilus,0.0021737588103860617
XGBoost,5,123,Actinobacillus,0.0020439280197024345
XGBoost,5,123,Acinetobacter,0.002657057484611869
XGBoost,5,123,Mogibacterium,0.001996363513171673
XGBoost,5,123,Abiotrophia,0.0030997360590845346
XGBoost,5,123,Murdochiella,0.004422913305461407
XGBoost,5,123,Bifidobacterium,0.005674732383340597
XGBoost,5,123,Neisseria,0.0019348599016666412
XGBoost,5,123,Klebsiella,0.00795038416981697
XGBoost,5,123,Helicobacter,0.0020705244969576597
XGBoost,5,123,Cutibacterium,0.002048217225819826
XGBoost,5,123,Solobacterium,0.002285050693899393
XGBoost,5,123,Gemella,0.012484073638916016
XGBoost,5,123,Peptostreptococcus,0.0023908501025289297
XGBoost,5,123,Amniculibacterium,0.003175717778503895
XGBoost,5,123,Lautropia,0.001909675425849855
XGBoost,5,123,Schaalia,0.003105068812146783
XGBoost,5,123,Aminipila,0.0023974557407200336
XGBoost,5,123,Clostridium_sensu_stricto,0.006428774446249008
XGBoost,5,123,Prevotellamassilia,0.0013496404280886054
XGBoost,5,123,Deinococcus,0.012256910093128681
XGBoost,5,123,Filifactor,0.0020281674806028605
XGBoost,5,123,Johnsonella,0.0016278204275295138
XGBoost,5,123,Moraxella,0.0013615817297250032
XGBoost,5,123,Fretibacterium,0.0032729916274547577
XGBoost,5,123,Brachybacterium,0.002245694864541292
XGBoost,5,123,Pseudomonas,0.002828107448294759
XGBoost,5,123,Rothia,0.0011428212746977806
XGBoost,5,123,Blautia,0.0015139974420890212
XGBoost,5,123,Eubacterium,0.0018922026501968503
XGBoost,5,123,Sphingobium,0.0004728705098386854
XGBoost,5,123,Corynebacterium,0.001569798681885004
XGBoost,5,123,Kingella,0.0015233636368066072
XGBoost,5,123,Micrococcus,0.17661669850349426
XGBoost,5,123,Enterocloster,0.01101845595985651
XGBoost,5,123,Megasphaera,0.0016552075976505876
XGBoost,5,123,Methylobacterium,0.002809465629979968
XGBoost,5,123,Bradyrhizobium,0.0019693891517817974
XGBoost,5,123,Sphingomonas,0.003105512820184231
XGBoost,5,123,Brevundimonas,0.004835445899516344
XGBoost,5,123,Microbacterium,0.0029700591694563627
XGBoost,5,123,Catonella,0.0020186302717775106
XGBoost,5,123,Thermus,0.0027294750325381756
XGBoost,5,123,Alloscardovia,0.0023730958346277475
XGBoost,5,123,Agathobacter,0.006556075531989336
XGBoost,5,123,Streptococcus,0.003867901163175702
XGBoost,5,123,Faecalibacterium,0.006319047417491674
XGBoost,5,123,Curtobacterium,0.000789020792581141
XGBoost,5,123,Coprococcus,0.0017272764816880226
XGBoost,5,123,Allisonella,0.0
XGBoost,5,123,Actinomyces,0.0024255223106592894
XGBoost,5,123,Eikenella,0.0016783473547548056
XGBoost,5,123,Arachnia,0.0020155024249106646
XGBoost,5,123,Lachnoanaerobaculum,0.001576094888150692
XGBoost,5,123,Mesorhizobium,0.0010212473571300507
XGBoost,5,123,Tannerella,0.010532557964324951
XGBoost,5,123,Herbiconiux,0.001961455214768648
XGBoost,5,123,Lancefieldella,0.0018131486140191555
XGBoost,5,123,Butyrivibrio,0.0036358810029923916
XGBoost,5,123,Streptobacillus,0.002494963351637125
XGBoost,5,123,Oribacterium,0.0027427813038229942
XGBoost,5,123,Luteovulum,0.0021366518922150135
XGBoost,5,123,Staphylococcus,0.0030034466180950403
XGBoost,5,123,Gardnerella,0.003623440396040678
XGBoost,5,123,Wolinella,0.0
XGBoost,5,123,Centipeda,0.0032785716466605663
XGBoost,5,123,Cardiobacterium,0.0012735509080812335
XGBoost,5,123,Fenollaria,0.0
XGBoost,5,123,Porphyromonas,0.001362733542919159
XGBoost,5,123,Metamycoplasma,0.003251410089433193
XGBoost,5,123,Stenotrophomonas,0.0026592116337269545
XGBoost,5,123,Slackia,0.001540758996270597
XGBoost,5,123,Pseudonocardia,0.0023765189107507467
XGBoost,5,123,Massiliprevotella,0.001275535672903061
XGBoost,5,123,Campylobacter,0.0011094835354015231
XGBoost,5,123,Azorhizophilus,0.002332191914319992
XGBoost,5,123,Peptococcus,0.013858586549758911
XGBoost,5,123,Kocuria,0.004661090672016144
XGBoost,5,123,Shuttleworthia,0.012562243267893791
XGBoost,5,123,Agrobacterium,0.0020891991443932056
XGBoost,5,123,Nitrolancea,0.0
XGBoost,5,123,Verticiella,0.004670539405196905
XGBoost,5,123,Finegoldia,0.004201454110443592
XGBoost,5,123,Cellulosilyticum,0.0
XGBoost,5,123,Paracoccus,0.00206311559304595
XGBoost,5,123,Atopobium,0.0
XGBoost,5,123,Ezakiella,0.11271094530820847
XGBoost,5,123,Mycobacterium,0.0037705707363784313
XGBoost,5,123,Conservatibacter,0.0013692452339455485
XGBoost,5,123,Brevibacterium,0.0005443824920803308
XGBoost,5,123,Aggregatibacter,0.0037128275725990534
XGBoost,5,123,Gordonia,0.0
XGBoost,5,123,Rhodococcus,0.006945174187421799
XGBoost,5,123,Fusobacterium,0.0015205570962280035
XGBoost,5,123,Anaerococcus,0.0019041679333895445
XGBoost,5,123,Marmoricola,0.001789588131941855
XGBoost,5,123,Basfia,0.0
XGBoost,5,123,Peptoniphilus,0.0020989757031202316
XGBoost,5,123,Cellulomonas,0.17285408079624176
XGBoost,5,123,Scardovia,0.0026768790557980537
XGBoost,5,123,Stenotrophobacter,0.0009744137641973794
XGBoost,5,123,Prevotella,0.005270988680422306
XGBoost,5,123,Leptotrichia,0.002926906105130911
XGBoost,5,123,Bergeriella,0.0011055662762373686
XGBoost,5,123,Aureimonas,0.0037482597399502993
XGBoost,5,123,Marseilla,0.0066422657109797
XGBoost,5,123,Fimbriiglobus,0.0023679009173065424
XGBoost,5,123,Roseomonas,0.0
XGBoost,5,123,Aliarcobacter,0.0
XGBoost,5,123,Craurococcus,0.0
XGBoost,5,123,Capnocytophaga,0.001492992858402431
XGBoost,5,123,Anaerosinus,0.0
XGBoost,5,123,Parvimonas,0.0023886256385594606
XGBoost,5,123,Howardella,0.0028857707511633635
XGBoost,5,123,Fudania,0.0026783403009176254
XGBoost,5,123,Peptoanaerobacter,0.0018122197361662984
XGBoost,5,123,Rhizobium,0.0021522794850170612
XGBoost,5,123,Mannheimia,0.009400649927556515
XGBoost,5,123,Cryptobacterium,0.0020207329653203487
XGBoost,5,123,Dolosigranulum,0.0017211437225341797
XGBoost,5,123,Pseudescherichia,0.0
XGBoost,6,527,mediumBAL,0.0
XGBoost,6,527,mediumNPS,0.0
XGBoost,6,527,mediumSputum,0.0010286258766427636
XGBoost,6,527,mediumTS,0.0008200975134968758
XGBoost,6,527,adult_pediatric,0.0005513136275112629
XGBoost,6,527,continent,0.00023362210777122527
XGBoost,6,527,sex,0.0008117514080367982
XGBoost,6,527,Veillonella,0.0009413499501533806
XGBoost,6,527,Alloprevotella,0.001510824542492628
XGBoost,6,527,Dietzia,0.06311403214931488
XGBoost,6,527,Varibaculum,0.1493508368730545
XGBoost,6,527,Fannyhessea,0.0011350484564900398
XGBoost,6,527,Selenomonas,0.0024000986013561487
XGBoost,6,527,Granulicatella,0.0010782235767692327
XGBoost,6,527,Lawsonella,0.010837860405445099
XGBoost,6,527,Olsenella,0.0009151551057584584
XGBoost,6,527,Stomatobaculum,0.0013681295095011592
XGBoost,6,527,Janibacter,0.08538433909416199
XGBoost,6,527,Haemophilus,0.0010781701421365142
XGBoost,6,527,Actinobacillus,0.002148121828213334
XGBoost,6,527,Acinetobacter,0.0012343759881332517
XGBoost,6,527,Mogibacterium,0.0012115554418414831
XGBoost,6,527,Abiotrophia,0.0015161633491516113
XGBoost,6,527,Murdochiella,0.08261886239051819
XGBoost,6,527,Bifidobacterium,0.001637386274524033
XGBoost,6,527,Neisseria,0.0017460576491430402
XGBoost,6,527,Klebsiella,0.0018349685706198215
XGBoost,6,527,Helicobacter,0.0013224011054262519
XGBoost,6,527,Cutibacterium,0.0009749749442562461
XGBoost,6,527,Solobacterium,0.0017480433452874422
XGBoost,6,527,Gemella,0.0009521733736619353
XGBoost,6,527,Peptostreptococcus,0.0015004073502495885
XGBoost,6,527,Amniculibacterium,0.0011298868339508772
XGBoost,6,527,Lautropia,0.0018789067398756742
XGBoost,6,527,Schaalia,0.002091826405376196
XGBoost,6,527,Aminipila,0.004603928420692682
XGBoost,6,527,Clostridium_sensu_stricto,0.0119696706533432
XGBoost,6,527,Prevotellamassilia,0.0012550322571769357
XGBoost,6,527,Deinococcus,0.012953362427651882
XGBoost,6,527,Filifactor,0.0008103299769572914
XGBoost,6,527,Johnsonella,0.000888173293787986
XGBoost,6,527,Moraxella,0.003438686253502965
XGBoost,6,527,Fretibacterium,0.0008665822679176927
XGBoost,6,527,Brachybacterium,0.00048274616710841656
XGBoost,6,527,Pseudomonas,0.003632510080933571
XGBoost,6,527,Rothia,0.0009711443562991917
XGBoost,6,527,Blautia,0.003080899128690362
XGBoost,6,527,Eubacterium,0.0008631997625343502
XGBoost,6,527,Sphingobium,0.00613495334982872
XGBoost,6,527,Corynebacterium,0.00098702113609761
XGBoost,6,527,Kingella,0.0011118851834908128
XGBoost,6,527,Micrococcus,0.0
XGBoost,6,527,Enterocloster,0.0
XGBoost,6,527,Megasphaera,0.0013051606947556138
XGBoost,6,527,Methylobacterium,0.011457362212240696
XGBoost,6,527,Bradyrhizobium,0.002512365346774459
XGBoost,6,527,Sphingomonas,0.0023053186014294624
XGBoost,6,527,Brevundimonas,0.0004806930373888463
XGBoost,6,527,Microbacterium,0.01666855998337269
XGBoost,6,527,Catonella,0.000974635302554816
XGBoost,6,527,Thermus,0.0013338812859728932
XGBoost,6,527,Alloscardovia,0.0005587573978118598
XGBoost,6,527,Agathobacter,0.007244451902806759
XGBoost,6,527,Streptococcus,0.0011367351980879903
XGBoost,6,527,Faecalibacterium,0.003968755714595318
XGBoost,6,527,Curtobacterium,0.01609848625957966
XGBoost,6,527,Coprococcus,0.0
XGBoost,6,527,Allisonella,0.0
XGBoost,6,527,Actinomyces,0.0014576511457562447
XGBoost,6,527,Eikenella,0.0011545668821781874
XGBoost,6,527,Arachnia,0.0010140747763216496
XGBoost,6,527,Lachnoanaerobaculum,0.0011173889506608248
XGBoost,6,527,Mesorhizobium,0.01698530837893486
XGBoost,6,527,Tannerella,0.001792220864444971
XGBoost,6,527,Herbiconiux,0.0023159589618444443
XGBoost,6,527,Lancefieldella,0.00101220712531358
XGBoost,6,527,Butyrivibrio,0.0016858913004398346
XGBoost,6,527,Streptobacillus,0.0008010520250536501
XGBoost,6,527,Oribacterium,0.0011454500490799546
XGBoost,6,527,Luteovulum,0.001450181007385254
XGBoost,6,527,Staphylococcus,0.0017744419164955616
XGBoost,6,527,Gardnerella,0.00222654826939106
XGBoost,6,527,Wolinella,0.006933776196092367
XGBoost,6,527,Centipeda,0.0015294720651581883
XGBoost,6,527,Cardiobacterium,0.0007929558050818741
XGBoost,6,527,Fenollaria,0.0
XGBoost,6,527,Porphyromonas,0.0009250348666682839
XGBoost,6,527,Metamycoplasma,0.0019408209482207894
XGBoost,6,527,Stenotrophomonas,0.003442683955654502
XGBoost,6,527,Slackia,0.0007869364926591516
XGBoost,6,527,Pseudonocardia,0.00018494372488930821
XGBoost,6,527,Massiliprevotella,0.0023343905340880156
XGBoost,6,527,Campylobacter,0.0008666585199534893
XGBoost,6,527,Azorhizophilus,0.0019708445761352777
XGBoost,6,527,Peptococcus,0.010545835830271244
XGBoost,6,527,Kocuria,0.0697091594338417
XGBoost,6,527,Shuttleworthia,0.005448303651064634
XGBoost,6,527,Agrobacterium,0.0007628511521033943
XGBoost,6,527,Nitrolancea,0.0
XGBoost,6,527,Verticiella,0.007459214888513088
XGBoost,6,527,Finegoldia,0.0007836837321519852
XGBoost,6,527,Cellulosilyticum,0.0
XGBoost,6,527,Paracoccus,0.07448238134384155
XGBoost,6,527,Atopobium,0.0
XGBoost,6,527,Ezakiella,0.052845604717731476
XGBoost,6,527,Mycobacterium,0.04362911358475685
XGBoost,6,527,Conservatibacter,0.0009704119293019176
XGBoost,6,527,Brevibacterium,0.0066373590379953384
XGBoost,6,527,Aggregatibacter,0.0031150623690336943
XGBoost,6,527,Gordonia,0.0
XGBoost,6,527,Rhodococcus,1.0263011972710956e-05
XGBoost,6,527,Fusobacterium,0.0012251547304913402
XGBoost,6,527,Anaerococcus,0.032407455146312714
XGBoost,6,527,Marmoricola,0.0006507560610771179
XGBoost,6,527,Basfia,0.0
XGBoost,6,527,Peptoniphilus,0.006300792098045349
XGBoost,6,527,Cellulomonas,0.0
XGBoost,6,527,Scardovia,0.0015441796276718378
XGBoost,6,527,Stenotrophobacter,0.003355623222887516
XGBoost,6,527,Prevotella,0.0012531281681731343
XGBoost,6,527,Leptotrichia,0.0014461949467658997
XGBoost,6,527,Bergeriella,0.0011570502538233995
XGBoost,6,527,Aureimonas,0.053388096392154694
XGBoost,6,527,Marseilla,0.0
XGBoost,6,527,Fimbriiglobus,0.002026393311098218
XGBoost,6,527,Roseomonas,0.0
XGBoost,6,527,Aliarcobacter,0.0
XGBoost,6,527,Craurococcus,0.0
XGBoost,6,527,Capnocytophaga,0.0012034765677526593
XGBoost,6,527,Anaerosinus,0.0
XGBoost,6,527,Parvimonas,0.0016124625690281391
XGBoost,6,527,Howardella,0.0015303767286241055
XGBoost,6,527,Fudania,0.0007624466670677066
XGBoost,6,527,Peptoanaerobacter,0.001231522299349308
XGBoost,6,527,Rhizobium,0.0021841898560523987
XGBoost,6,527,Mannheimia,0.0
XGBoost,6,527,Cryptobacterium,0.0008157147094607353
XGBoost,6,527,Dolosigranulum,0.0036634099669754505
XGBoost,6,527,Pseudescherichia,0.0
XGBoost,7,50,mediumBAL,0.0
XGBoost,7,50,mediumNPS,0.0
XGBoost,7,50,mediumSputum,0.0021451518405228853
XGBoost,7,50,mediumTS,0.0013885676162317395
XGBoost,7,50,adult_pediatric,0.0010013793362304568
XGBoost,7,50,continent,0.0032440449576824903
XGBoost,7,50,sex,0.0017254751874133945
XGBoost,7,50,Veillonella,0.0012791453627869487
XGBoost,7,50,Alloprevotella,0.0015378129901364446
XGBoost,7,50,Dietzia,0.08137016743421555
XGBoost,7,50,Varibaculum,0.0013014273717999458
XGBoost,7,50,Fannyhessea,0.002883217064663768
XGBoost,7,50,Selenomonas,0.0020747061353176832
XGBoost,7,50,Granulicatella,0.0022365590557456017
XGBoost,7,50,Lawsonella,0.0010961348889395595
XGBoost,7,50,Olsenella,0.0018937577260658145
XGBoost,7,50,Stomatobaculum,0.0019235574873164296
XGBoost,7,50,Janibacter,0.005084702745079994
XGBoost,7,50,Haemophilus,0.0024355310015380383
XGBoost,7,50,Actinobacillus,0.0018263469683006406
XGBoost,7,50,Acinetobacter,0.0024494624231010675
XGBoost,7,50,Mogibacterium,0.001992450561374426
XGBoost,7,50,Abiotrophia,0.003646097145974636
XGBoost,7,50,Murdochiella,0.0
XGBoost,7,50,Bifidobacterium,0.004862907808274031
XGBoost,7,50,Neisseria,0.001969861099496484
XGBoost,7,50,Klebsiella,0.0021475013345479965
XGBoost,7,50,Helicobacter,0.0025277314707636833
XGBoost,7,50,Cutibacterium,0.001485557877458632
XGBoost,7,50,Solobacterium,0.002190274652093649
XGBoost,7,50,Gemella,0.012337095104157925
XGBoost,7,50,Peptostreptococcus,0.0032401615753769875
XGBoost,7,50,Amniculibacterium,0.003398285014554858
XGBoost,7,50,Lautropia,0.002111041685566306
XGBoost,7,50,Schaalia,0.0035456351470202208
XGBoost,7,50,Aminipila,0.004446822218596935
XGBoost,7,50,Clostridium_sensu_stricto,0.014722656458616257
XGBoost,7,50,Prevotellamassilia,0.0016713925870135427
XGBoost,7,50,Deinococcus,0.018176287412643433
XGBoost,7,50,Filifactor,0.0018771304748952389
XGBoost,7,50,Johnsonella,0.002181230578571558
XGBoost,7,50,Moraxella,0.0018623581854626536
XGBoost,7,50,Fretibacterium,0.0020845006220042706
XGBoost,7,50,Brachybacterium,0.0038354264106601477
XGBoost,7,50,Pseudomonas,0.00415176572278142
XGBoost,7,50,Rothia,0.00124204414896667
XGBoost,7,50,Blautia,0.0017987905303016305
XGBoost,7,50,Eubacterium,0.0019597674254328012
XGBoost,7,50,Sphingobium,0.0013273187214508653
XGBoost,7,50,Corynebacterium,0.0015251996228471398
XGBoost,7,50,Kingella,0.0014263156335800886
XGBoost,7,50,Micrococcus,0.12204435467720032
XGBoost,7,50,Enterocloster,0.06261517107486725
XGBoost,7,50,Megasphaera,0.002155655762180686
XGBoost,7,50,Methylobacterium,0.003468169365078211
XGBoost,7,50,Bradyrhizobium,0.001986210932955146
XGBoost,7,50,Sphingomonas,0.002644310938194394
XGBoost,7,50,Brevundimonas,0.0056695034727454185
XGBoost,7,50,Microbacterium,0.0032494566403329372
XGBoost,7,50,Catonella,0.0017946959706023335
XGBoost,7,50,Thermus,0.0028819821309298277
XGBoost,7,50,Alloscardovia,0.001934756408445537
XGBoost,7,50,Agathobacter,0.003999765962362289
XGBoost,7,50,Streptococcus,0.0029093362390995026
XGBoost,7,50,Faecalibacterium,0.004209913779050112
XGBoost,7,50,Curtobacterium,0.0021785907447338104
XGBoost,7,50,Coprococcus,0.0
XGBoost,7,50,Allisonella,0.0
XGBoost,7,50,Actinomyces,0.0028201777022331953
XGBoost,7,50,Eikenella,0.0017114520305767655
XGBoost,7,50,Arachnia,0.001994144171476364
XGBoost,7,50,Lachnoanaerobaculum,0.0017061749240383506
XGBoost,7,50,Mesorhizobium,0.0009285089327022433
XGBoost,7,50,Tannerella,0.001394221093505621
XGBoost,7,50,Herbiconiux,0.0005638183210976422
XGBoost,7,50,Lancefieldella,0.0016988622955977917
XGBoost,7,50,Butyrivibrio,0.002949164481833577
XGBoost,7,50,Streptobacillus,0.0015081427991390228
XGBoost,7,50,Oribacterium,0.0024524834007024765
XGBoost,7,50,Luteovulum,0.006574198137968779
XGBoost,7,50,Staphylococcus,0.004462319891899824
XGBoost,7,50,Gardnerella,0.003693848382681608
XGBoost,7,50,Wolinella,0.002915001707151532
XGBoost,7,50,Centipeda,0.0035393480211496353
XGBoost,7,50,Cardiobacterium,0.0014979636762291193
XGBoost,7,50,Fenollaria,0.0
XGBoost,7,50,Porphyromonas,0.0011444308329373598
XGBoost,7,50,Metamycoplasma,0.004480196163058281
XGBoost,7,50,Stenotrophomonas,0.003638540394604206
XGBoost,7,50,Slackia,0.0016035318840295076
XGBoost,7,50,Pseudonocardia,0.0023431468289345503
XGBoost,7,50,Massiliprevotella,0.0016719331033527851
XGBoost,7,50,Campylobacter,0.0012379477266222239
XGBoost,7,50,Azorhizophilus,0.0063681346364319324
XGBoost,7,50,Peptococcus,0.00879857037216425
XGBoost,7,50,Kocuria,0.004234537947922945
XGBoost,7,50,Shuttleworthia,0.03354354575276375
XGBoost,7,50,Agrobacterium,0.0017817759653553367
XGBoost,7,50,Nitrolancea,0.00627757515758276
XGBoost,7,50,Verticiella,0.006266267504543066
XGBoost,7,50,Finegoldia,0.0027064448222517967
XGBoost,7,50,Cellulosilyticum,0.0
XGBoost,7,50,Paracoccus,0.0
XGBoost,7,50,Atopobium,0.0014908276498317719
XGBoost,7,50,Ezakiella,0.15536005795001984
XGBoost,7,50,Mycobacterium,0.012415100820362568
XGBoost,7,50,Conservatibacter,0.0014138108817860484
XGBoost,7,50,Brevibacterium,0.0032239477150142193
XGBoost,7,50,Aggregatibacter,0.004133730195462704
XGBoost,7,50,Gordonia,0.012458749115467072
XGBoost,7,50,Rhodococcus,0.0046191709116101265
XGBoost,7,50,Fusobacterium,0.0018079840810969472
XGBoost,7,50,Anaerococcus,0.002927110530436039
XGBoost,7,50,Marmoricola,0.00010356446000514552
XGBoost,7,50,Basfia,0.0
XGBoost,7,50,Peptoniphilus,0.0027407892048358917
XGBoost,7,50,Cellulomonas,0.1706056445837021
XGBoost,7,50,Scardovia,0.0024140244349837303
XGBoost,7,50,Stenotrophobacter,0.0017037803772836924
XGBoost,7,50,Prevotella,0.0052802725695073605
XGBoost,7,50,Leptotrichia,0.0026551613118499517
XGBoost,7,50,Bergeriella,0.004433728288859129
XGBoost,7,50,Aureimonas,0.001988414442166686
XGBoost,7,50,Marseilla,0.0
XGBoost,7,50,Fimbriiglobus,0.0
XGBoost,7,50,Roseomonas,0.0
XGBoost,7,50,Aliarcobacter,0.0
XGBoost,7,50,Craurococcus,0.0
XGBoost,7,50,Capnocytophaga,0.0025826087221503258
XGBoost,7,50,Anaerosinus,0.0
XGBoost,7,50,Parvimonas,0.002575512742623687
XGBoost,7,50,Howardella,0.0026488276198506355
XGBoost,7,50,Fudania,0.0011650894302874804
XGBoost,7,50,Peptoanaerobacter,0.002145854290574789
XGBoost,7,50,Rhizobium,0.004118666052818298
XGBoost,7,50,Mannheimia,0.002548754448071122
XGBoost,7,50,Cryptobacterium,0.002141540637239814
XGBoost,7,50,Dolosigranulum,0.007408285979181528
XGBoost,7,50,Pseudescherichia,0.0
XGBoost,8,37,mediumBAL,0.0
XGBoost,8,37,mediumNPS,0.0
XGBoost,8,37,mediumSputum,0.0006021394510753453
XGBoost,8,37,mediumTS,0.0010980715742334723
XGBoost,8,37,adult_pediatric,0.0010823250049725175
XGBoost,8,37,continent,0.0017070102039724588
XGBoost,8,37,sex,0.0012800294207409024
XGBoost,8,37,Veillonella,0.0011895609786733985
XGBoost,8,37,Alloprevotella,0.0017486577853560448
XGBoost,8,37,Dietzia,0.08481986820697784
XGBoost,8,37,Varibaculum,0.0004988666623830795
XGBoost,8,37,Fannyhessea,0.0024858952965587378
XGBoost,8,37,Selenomonas,0.0015541967004537582
XGBoost,8,37,Granulicatella,0.0016208080342039466
XGBoost,8,37,Lawsonella,0.0016877525486052036
XGBoost,8,37,Olsenella,0.000848720723297447
XGBoost,8,37,Stomatobaculum,0.0021433488000184298
XGBoost,8,37,Janibacter,0.0038564950227737427
XGBoost,8,37,Haemophilus,0.0020748365204781294
